hit_ID,x,y,z,layer_ID,particle_ID,particle_energy
6361,0.11884994450751322,-0.0001960969652392653,4.2560125,Plane 3,220,6594.462806918819
6365,0.11796285544856543,0.0007170312288663343,4.2560125,Plane 3,224,6538.67067801979
6369,0.10393859006147363,-0.0005599437379363771,4.2560125,Plane 3,228,7506.106823743057
6373,0.12773309968480887,0.00048254406127161013,4.2560125,Plane 3,232,6125.902019196029
6377,0.1147413812683057,-0.0005388496685884935,4.2560125,Plane 3,236,6825.456827426001
6378,0.12645736579343794,-0.0005186280345422059,4.2560125,Plane 3,237,6237.250293151645
6379,0.13447250639246605,0.0007110051746230137,4.2560125,Plane 3,238,5855.986290783095
6384,0.12282304531240168,-0.0015286765107589782,4.2560125,Plane 3,243,6354.914960147853
6385,0.10566993805513328,-0.0008259723430497524,4.2560125,Plane 3,244,7362.737801753514
6401,0.13259512463053594,0.0003773617290123205,4.2560125,Plane 3,260,5927.310996761905
6405,0.12534589664343812,-0.00026729795447327364,4.2560125,Plane 3,264,6245.582247201698
6409,0.12372215663017898,0.0008342148191543017,4.2560125,Plane 3,268,6208.947406060175
6410,0.12999717918887194,4.3398337924621276e-05,4.2560125,Plane 3,269,6032.1986150953135
6411,0.09671828057709415,0.0008264513567628321,4.2560125,Plane 3,270,8079.956254489496
6421,0.09857150852094787,0.0012282815155427256,4.2560125,Plane 3,280,7861.149016528625
6422,0.12003708921807943,-0.0005745402736227489,4.2560125,Plane 3,281,6521.058281649347
6431,0.1304861012276593,-0.0007412433967305136,4.2560125,Plane 3,290,5940.282865009577
6432,0.1342955145200314,-0.00035770710950496225,4.2560125,Plane 3,291,5844.994134339155
6433,0.11501556842966236,-0.00022113806337929312,4.2560125,Plane 3,292,6806.904720166863
6440,0.12138878833345566,-0.001115832200642295,4.2560125,Plane 3,299,6483.473498060546
6446,0.13382301093585527,-0.00023609199709236295,4.2560125,Plane 3,305,5871.135690070303
6454,0.12399739981726786,0.0010732549590751282,4.2560125,Plane 3,313,6237.433742061525
6455,0.1269987074951251,-0.000986862480748491,4.2560125,Plane 3,314,6140.337918689506
6457,0.1263978636255248,-0.0010387521149161918,4.2560125,Plane 3,316,6207.243139234142
6466,0.1296519576302386,-0.0011838590627607074,4.2560125,Plane 3,325,5968.454187372442
